InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536755,PROD_015,SMALL POPCORN HOLDER,8,2023-11-18 11:00:00,1.25,12632,Germany
536756,PROD_011,ALARM CLOCK BAKELIKE GREEN,1,2023-12-07 11:00:00,3.75,13231,France
536756,PROD_016,SET OF 4 KNICK KNACK TINS,5,2023-12-07 11:00:00,5.95,13231,Germany
536756,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-12-07 11:00:00,2.95,13231,France
536757,PROD_010,ALARM CLOCK BAKELIKE RED,3,2023-01-19 17:00:00,3.75,13476,UK
536758,PROD_001,SET OF 6 SPACEBOY CD,8,2023-10-10 08:00:00,3.95,14882,UK
536758,PROD_019,STRAWBERRY SHOPPING TROLLEY,8,2023-10-10 08:00:00,2.95,14882,Germany
536758,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,5,2023-10-10 08:00:00,1.69,14882,France
536758,PROD_009,SET OF 2 TEA TOWELS,6,2023-10-10 08:00:00,2.5,14882,UK
536758,PROD_009,SET OF 2 TEA TOWELS,2,2023-10-10 08:00:00,2.5,14882,UK
536759,PROD_011,ALARM CLOCK BAKELIKE GREEN,8,2023-12-02 09:00:00,3.75,18017,UK
536760,PROD_019,STRAWBERRY SHOPPING TROLLEY,7,2023-07-20 17:00:00,2.95,14226,France
536761,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,2,2023-05-04 11:00:00,2.1,16761,UK
536762,PROD_009,SET OF 2 TEA TOWELS,5,2023-06-05 11:00:00,2.5,15005,France
536762,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,2,2023-06-05 11:00:00,2.1,15005,Australia
536762,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,6,2023-06-05 11:00:00,2.1,15005,UK
536763,PROD_003,JUMBO BAG RED RETROSPOT,4,2023-06-22 11:00:00,1.85,16476,France
536763,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-06-22 11:00:00,2.95,16476,UK
536763,PROD_012,PAPK OF 12 VINTAGE TICKETS,5,2023-06-22 11:00:00,0.85,16476,France
536764,PROD_015,SMALL POPCORN HOLDER,1,2023-08-31 14:00:00,1.25,15520,France
536765,PROD_016,SET OF 4 KNICK KNACK TINS,9,2023-11-13 14:00:00,5.95,15558,UK
536766,PROD_007,SET OF 3 REGENCY TEA TOWELS,1,2023-04-08 12:00:00,3.25,16996,UK
536767,PROD_007,SET OF 3 REGENCY TEA TOWELS,4,2023-09-30 10:00:00,3.25,17819,UK
536768,PROD_007,SET OF 3 REGENCY TEA TOWELS,7,2023-04-05 13:00:00,3.25,12670,UK
536768,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,7,2023-04-05 13:00:00,2.95,12670,USA
536768,PROD_019,STRAWBERRY SHOPPING TROLLEY,8,2023-04-05 13:00:00,2.95,12670,UK
536769,PROD_014,WOODEN PICTURE FRAME WHITE,4,2023-08-06 10:00:00,4.5,18542,France
536769,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-08-06 10:00:00,2.95,18542,UK
536769,PROD_016,SET OF 4 KNICK KNACK TINS,3,2023-08-06 10:00:00,5.95,18542,France
536769,PROD_001,SET OF 6 SPACEBOY CD,4,2023-08-06 10:00:00,3.95,18542,France
536770,PROD_012,PAPK OF 12 VINTAGE TICKETS,9,2023-06-16 11:00:00,0.85,15489,UK
536770,PROD_010,ALARM CLOCK BAKELIKE RED,4,2023-06-16 11:00:00,3.75,15489,UK
536771,PROD_015,SMALL POPCORN HOLDER,3,2023-02-12 10:00:00,1.25,16270,UK
536772,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,3,2023-03-18 16:00:00,0.55,12643,UK
536773,PROD_001,SET OF 6 SPACEBOY CD,3,2023-09-24 17:00:00,3.95,16407,France
536774,PROD_007,SET OF 3 REGENCY TEA TOWELS,6,2023-08-18 08:00:00,3.25,13286,Australia
536774,PROD_007,SET OF 3 REGENCY TEA TOWELS,7,2023-08-18 08:00:00,3.25,13286,France
536774,PROD_019,STRAWBERRY SHOPPING TROLLEY,4,2023-08-18 08:00:00,2.95,13286,UK
536775,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-05-20 10:00:00,2.95,14238,France
536775,PROD_002,REGENCY CAKESTAND 3 TIER,6,2023-05-20 10:00:00,12.75,14238,UK
536775,PROD_014,WOODEN PICTURE FRAME WHITE,7,2023-05-20 10:00:00,4.5,14238,UK
536775,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,9,2023-05-20 10:00:00,1.69,14238,UK
536775,PROD_012,PAPK OF 12 VINTAGE TICKETS,6,2023-05-20 10:00:00,0.85,14238,UK
536776,PROD_015,SMALL POPCORN HOLDER,8,2023-11-30 10:00:00,1.25,15174,USA
536776,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,6,2023-11-30 10:00:00,2.1,15174,UK
536776,PROD_019,STRAWBERRY SHOPPING TROLLEY,5,2023-11-30 10:00:00,2.95,15174,UK
536777,PROD_016,SET OF 4 KNICK KNACK TINS,1,2023-11-16 14:00:00,5.95,12588,UK
536777,PROD_017,SET OF 4 PANTRY JARS,9,2023-11-16 14:00:00,6.35,12588,France
536778,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,1,2023-11-02 13:00:00,1.69,16821,France
536778,PROD_018,HEART OF WICKER SMALL,6,2023-11-02 13:00:00,1.25,16821,UK
536778,PROD_001,SET OF 6 SPACEBOY CD,1,2023-11-02 13:00:00,3.95,16821,UK
536778,PROD_003,JUMBO BAG RED RETROSPOT,2,2023-11-02 13:00:00,1.85,16821,Australia
536779,PROD_010,ALARM CLOCK BAKELIKE RED,3,2023-01-08 15:00:00,3.75,16731,UK
536779,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,4,2023-01-08 15:00:00,2.1,16731,France
536779,PROD_017,SET OF 4 PANTRY JARS,7,2023-01-08 15:00:00,6.35,16731,USA
536779,PROD_015,SMALL POPCORN HOLDER,7,2023-01-08 15:00:00,1.25,16731,UK
536780,PROD_017,SET OF 4 PANTRY JARS,7,2023-07-22 09:00:00,6.35,13646,UK
536780,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,6,2023-07-22 09:00:00,0.55,13646,Germany
536780,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-07-22 09:00:00,2.95,13646,Germany
536781,PROD_009,SET OF 2 TEA TOWELS,5,2023-04-11 09:00:00,2.5,12363,Germany
536781,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,7,2023-04-11 09:00:00,2.95,12363,USA
536781,PROD_009,SET OF 2 TEA TOWELS,5,2023-04-11 09:00:00,2.5,12363,UK
536782,PROD_011,ALARM CLOCK BAKELIKE GREEN,3,2023-06-10 12:00:00,3.75,13909,UK
536782,PROD_017,SET OF 4 PANTRY JARS,2,2023-06-10 12:00:00,6.35,13909,UK
536783,PROD_009,SET OF 2 TEA TOWELS,4,2023-07-05 08:00:00,2.5,17885,UK
536783,PROD_007,SET OF 3 REGENCY TEA TOWELS,8,2023-07-05 08:00:00,3.25,17885,UK
536783,PROD_003,JUMBO BAG RED RETROSPOT,6,2023-07-05 08:00:00,1.85,17885,UK
536783,PROD_019,STRAWBERRY SHOPPING TROLLEY,7,2023-07-05 08:00:00,2.95,17885,UK
536784,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-09-08 14:00:00,2.95,13935,UK
536784,PROD_002,REGENCY CAKESTAND 3 TIER,7,2023-09-08 14:00:00,12.75,13935,Germany
536784,PROD_010,ALARM CLOCK BAKELIKE RED,5,2023-09-08 14:00:00,3.75,13935,UK
536785,PROD_014,WOODEN PICTURE FRAME WHITE,3,2023-09-08 14:00:00,4.5,13698,Germany
536785,PROD_002,REGENCY CAKESTAND 3 TIER,3,2023-09-08 14:00:00,12.75,13698,UK
536786,PROD_010,ALARM CLOCK BAKELIKE RED,3,2023-10-21 10:00:00,3.75,15015,UK
536786,PROD_011,ALARM CLOCK BAKELIKE GREEN,8,2023-10-21 10:00:00,3.75,15015,UK
536786,PROD_016,SET OF 4 KNICK KNACK TINS,3,2023-10-21 10:00:00,5.95,15015,Australia
536786,PROD_003,JUMBO BAG RED RETROSPOT,5,2023-10-21 10:00:00,1.85,15015,UK
536787,PROD_016,SET OF 4 KNICK KNACK TINS,8,2023-11-23 13:00:00,5.95,14407,UK
536787,PROD_004,LUNCH BAG VINTAGE DOILY,9,2023-11-23 13:00:00,1.65,14407,USA
536787,PROD_011,ALARM CLOCK BAKELIKE GREEN,9,2023-11-23 13:00:00,3.75,14407,UK
536787,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,9,2023-11-23 13:00:00,2.95,14407,UK
536788,PROD_017,SET OF 4 PANTRY JARS,2,2023-06-20 13:00:00,6.35,16207,France
536788,PROD_012,PAPK OF 12 VINTAGE TICKETS,9,2023-06-20 13:00:00,0.85,16207,UK
536788,PROD_010,ALARM CLOCK BAKELIKE RED,8,2023-06-20 13:00:00,3.75,16207,UK
536789,PROD_003,JUMBO BAG RED RETROSPOT,3,2023-05-17 15:00:00,1.85,16551,USA
536789,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,6,2023-05-17 15:00:00,2.1,16551,Germany
536789,PROD_001,SET OF 6 SPACEBOY CD,7,2023-05-17 15:00:00,3.95,16551,UK
536790,PROD_017,SET OF 4 PANTRY JARS,2,2023-07-16 16:00:00,6.35,15685,UK
536791,PROD_018,HEART OF WICKER SMALL,5,2023-06-24 09:00:00,1.25,15205,France
536791,PROD_002,REGENCY CAKESTAND 3 TIER,6,2023-06-24 09:00:00,12.75,15205,Germany
536791,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,8,2023-06-24 09:00:00,0.55,15205,UK
536792,PROD_011,ALARM CLOCK BAKELIKE GREEN,7,2023-08-02 14:00:00,3.75,17003,UK
536793,PROD_016,SET OF 4 KNICK KNACK TINS,3,2023-07-06 08:00:00,5.95,14324,UK
536793,PROD_004,LUNCH BAG VINTAGE DOILY,6,2023-07-06 08:00:00,1.65,14324,UK
536793,PROD_002,REGENCY CAKESTAND 3 TIER,7,2023-07-06 08:00:00,12.75,14324,UK
536793,PROD_001,SET OF 6 SPACEBOY CD,6,2023-07-06 08:00:00,3.95,14324,UK
536794,PROD_007,SET OF 3 REGENCY TEA TOWELS,5,2023-06-22 15:00:00,3.25,16424,USA
536795,PROD_010,ALARM CLOCK BAKELIKE RED,2,2023-05-14 14:00:00,3.75,14457,UK
536795,PROD_012,PAPK OF 12 VINTAGE TICKETS,1,2023-05-14 14:00:00,0.85,14457,France
536796,PROD_018,HEART OF WICKER SMALL,7,2023-12-13 09:00:00,1.25,17359,Germany
536797,PROD_007,SET OF 3 REGENCY TEA TOWELS,1,2023-12-13 13:00:00,3.25,14732,UK
536797,PROD_015,SMALL POPCORN HOLDER,5,2023-12-13 13:00:00,1.25,14732,Australia
536798,PROD_008,ROSES REGENCY TEACUP AND SAUCER,6,2023-01-28 16:00:00,5.95,13972,Australia
536799,PROD_009,SET OF 2 TEA TOWELS,4,2023-03-16 09:00:00,2.5,14942,UK
536799,PROD_007,SET OF 3 REGENCY TEA TOWELS,3,2023-03-16 09:00:00,3.25,14942,Australia
536799,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-03-16 09:00:00,2.95,14942,UK
536799,PROD_019,STRAWBERRY SHOPPING TROLLEY,1,2023-03-16 09:00:00,2.95,14942,Australia
536799,PROD_018,HEART OF WICKER SMALL,2,2023-03-16 09:00:00,1.25,14942,Australia
536800,PROD_018,HEART OF WICKER SMALL,3,2023-08-09 10:00:00,1.25,14106,UK
536800,PROD_008,ROSES REGENCY TEACUP AND SAUCER,8,2023-08-09 10:00:00,5.95,14106,UK
536800,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-08-09 10:00:00,2.95,14106,UK
536800,PROD_009,SET OF 2 TEA TOWELS,6,2023-08-09 10:00:00,2.5,14106,UK
536801,PROD_019,STRAWBERRY SHOPPING TROLLEY,9,2023-12-27 14:00:00,2.95,18328,France
536801,PROD_017,SET OF 4 PANTRY JARS,4,2023-12-27 14:00:00,6.35,18328,France
536801,PROD_019,STRAWBERRY SHOPPING TROLLEY,9,2023-12-27 14:00:00,2.95,18328,UK
536802,PROD_004,LUNCH BAG VINTAGE DOILY,2,2023-07-28 10:00:00,1.65,18642,Australia
536802,PROD_019,STRAWBERRY SHOPPING TROLLEY,4,2023-07-28 10:00:00,2.95,18642,USA
536802,PROD_014,WOODEN PICTURE FRAME WHITE,9,2023-07-28 10:00:00,4.5,18642,Australia
536803,PROD_004,LUNCH BAG VINTAGE DOILY,4,2023-09-13 16:00:00,1.65,16631,UK
536804,PROD_010,ALARM CLOCK BAKELIKE RED,5,2023-02-06 17:00:00,3.75,15684,USA
536804,PROD_011,ALARM CLOCK BAKELIKE GREEN,3,2023-02-06 17:00:00,3.75,15684,Australia
536804,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,9,2023-02-06 17:00:00,0.55,15684,UK
536804,PROD_007,SET OF 3 REGENCY TEA TOWELS,4,2023-02-06 17:00:00,3.25,15684,UK
536804,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,1,2023-02-06 17:00:00,0.55,15684,UK
536805,PROD_002,REGENCY CAKESTAND 3 TIER,6,2023-05-02 14:00:00,12.75,15429,UK
536805,PROD_002,REGENCY CAKESTAND 3 TIER,5,2023-05-02 14:00:00,12.75,15429,UK
536805,PROD_017,SET OF 4 PANTRY JARS,3,2023-05-02 14:00:00,6.35,15429,UK
536806,PROD_011,ALARM CLOCK BAKELIKE GREEN,3,2023-05-24 15:00:00,3.75,15734,USA
536806,PROD_002,REGENCY CAKESTAND 3 TIER,7,2023-05-24 15:00:00,12.75,15734,UK
536806,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,1,2023-05-24 15:00:00,2.1,15734,UK
536806,PROD_016,SET OF 4 KNICK KNACK TINS,6,2023-05-24 15:00:00,5.95,15734,UK
536807,PROD_012,PAPK OF 12 VINTAGE TICKETS,7,2023-07-29 11:00:00,0.85,16000,Australia
536807,PROD_012,PAPK OF 12 VINTAGE TICKETS,2,2023-07-29 11:00:00,0.85,16000,UK
536808,PROD_016,SET OF 4 KNICK KNACK TINS,3,2023-08-03 13:00:00,5.95,16958,UK
536808,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,3,2023-08-03 13:00:00,2.1,16958,UK
536808,PROD_010,ALARM CLOCK BAKELIKE RED,3,2023-08-03 13:00:00,3.75,16958,USA
536809,PROD_018,HEART OF WICKER SMALL,4,2023-02-23 15:00:00,1.25,18509,UK
536810,PROD_007,SET OF 3 REGENCY TEA TOWELS,8,2023-02-28 14:00:00,3.25,16142,France
536811,PROD_015,SMALL POPCORN HOLDER,7,2023-09-03 15:00:00,1.25,15451,UK
536811,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,5,2023-09-03 15:00:00,1.69,15451,France
536811,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,4,2023-09-03 15:00:00,0.55,15451,UK
536811,PROD_011,ALARM CLOCK BAKELIKE GREEN,1,2023-09-03 15:00:00,3.75,15451,UK
536812,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,1,2023-02-17 10:00:00,1.69,13757,UK
536812,PROD_018,HEART OF WICKER SMALL,4,2023-02-17 10:00:00,1.25,13757,UK
536812,PROD_014,WOODEN PICTURE FRAME WHITE,2,2023-02-17 10:00:00,4.5,13757,UK
536813,PROD_007,SET OF 3 REGENCY TEA TOWELS,3,2023-12-01 13:00:00,3.25,15914,France
536813,PROD_014,WOODEN PICTURE FRAME WHITE,9,2023-12-01 13:00:00,4.5,15914,UK
536814,PROD_014,WOODEN PICTURE FRAME WHITE,9,2023-12-18 11:00:00,4.5,17952,UK
536814,PROD_011,ALARM CLOCK BAKELIKE GREEN,2,2023-12-18 11:00:00,3.75,17952,UK
536815,PROD_001,SET OF 6 SPACEBOY CD,1,2023-07-11 16:00:00,3.95,17941,UK
536816,PROD_002,REGENCY CAKESTAND 3 TIER,2,2023-04-04 11:00:00,12.75,15984,France
536816,PROD_004,LUNCH BAG VINTAGE DOILY,1,2023-04-04 11:00:00,1.65,15984,UK
536817,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,7,2023-05-10 11:00:00,1.69,17288,Australia
536817,PROD_016,SET OF 4 KNICK KNACK TINS,5,2023-05-10 11:00:00,5.95,17288,USA
536818,PROD_009,SET OF 2 TEA TOWELS,4,2023-11-03 16:00:00,2.5,13896,UK
536818,PROD_001,SET OF 6 SPACEBOY CD,6,2023-11-03 16:00:00,3.95,13896,Germany
536818,PROD_008,ROSES REGENCY TEACUP AND SAUCER,7,2023-11-03 16:00:00,5.95,13896,Germany
536819,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-04-07 09:00:00,2.95,14643,UK
536819,PROD_002,REGENCY CAKESTAND 3 TIER,1,2023-04-07 09:00:00,12.75,14643,France
536819,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,9,2023-04-07 09:00:00,1.69,14643,Germany
536820,PROD_016,SET OF 4 KNICK KNACK TINS,8,2023-11-14 09:00:00,5.95,15998,Germany
536821,PROD_016,SET OF 4 KNICK KNACK TINS,7,2023-04-23 12:00:00,5.95,15365,France
536821,PROD_014,WOODEN PICTURE FRAME WHITE,2,2023-04-23 12:00:00,4.5,15365,UK
536821,PROD_017,SET OF 4 PANTRY JARS,3,2023-04-23 12:00:00,6.35,15365,Germany
536822,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-04-16 14:00:00,2.95,12490,Australia
536822,PROD_002,REGENCY CAKESTAND 3 TIER,5,2023-04-16 14:00:00,12.75,12490,UK
536822,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,9,2023-04-16 14:00:00,1.69,12490,UK
536822,PROD_015,SMALL POPCORN HOLDER,3,2023-04-16 14:00:00,1.25,12490,UK
536823,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-05-08 11:00:00,2.95,15614,UK
536823,PROD_002,REGENCY CAKESTAND 3 TIER,7,2023-05-08 11:00:00,12.75,15614,UK
536823,PROD_018,HEART OF WICKER SMALL,9,2023-05-08 11:00:00,1.25,15614,UK
536823,PROD_018,HEART OF WICKER SMALL,3,2023-05-08 11:00:00,1.25,15614,UK
536824,PROD_009,SET OF 2 TEA TOWELS,2,2023-01-22 11:00:00,2.5,17429,UK
536824,PROD_001,SET OF 6 SPACEBOY CD,1,2023-01-22 11:00:00,3.95,17429,UK
536824,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,7,2023-01-22 11:00:00,2.95,17429,UK
536824,PROD_015,SMALL POPCORN HOLDER,8,2023-01-22 11:00:00,1.25,17429,UK
536825,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,3,2023-02-26 09:00:00,1.69,14255,UK
536825,PROD_018,HEART OF WICKER SMALL,5,2023-02-26 09:00:00,1.25,14255,Australia
536825,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,6,2023-02-26 09:00:00,0.55,14255,UK
536825,PROD_004,LUNCH BAG VINTAGE DOILY,1,2023-02-26 09:00:00,1.65,14255,Germany
536825,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-02-26 09:00:00,2.95,14255,Germany
536826,PROD_012,PAPK OF 12 VINTAGE TICKETS,7,2023-06-30 14:00:00,0.85,12879,UK
536826,PROD_003,JUMBO BAG RED RETROSPOT,2,2023-06-30 14:00:00,1.85,12879,UK
536827,PROD_008,ROSES REGENCY TEACUP AND SAUCER,5,2023-03-22 12:00:00,5.95,12469,UK
536827,PROD_019,STRAWBERRY SHOPPING TROLLEY,3,2023-03-22 12:00:00,2.95,12469,UK
536827,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-03-22 12:00:00,2.95,12469,UK
536827,PROD_014,WOODEN PICTURE FRAME WHITE,7,2023-03-22 12:00:00,4.5,12469,UK
536828,PROD_004,LUNCH BAG VINTAGE DOILY,2,2023-10-09 08:00:00,1.65,12371,Germany
536829,PROD_002,REGENCY CAKESTAND 3 TIER,3,2023-03-28 13:00:00,12.75,17288,UK
536829,PROD_014,WOODEN PICTURE FRAME WHITE,2,2023-03-28 13:00:00,4.5,17288,UK
536830,PROD_017,SET OF 4 PANTRY JARS,1,2023-05-31 14:00:00,6.35,15073,UK
536830,PROD_010,ALARM CLOCK BAKELIKE RED,4,2023-05-31 14:00:00,3.75,15073,France
536830,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,7,2023-05-31 14:00:00,0.55,15073,France
536830,PROD_008,ROSES REGENCY TEACUP AND SAUCER,2,2023-05-31 14:00:00,5.95,15073,France
536831,PROD_014,WOODEN PICTURE FRAME WHITE,3,2023-05-06 08:00:00,4.5,17357,France
536831,PROD_009,SET OF 2 TEA TOWELS,8,2023-05-06 08:00:00,2.5,17357,UK
536832,PROD_001,SET OF 6 SPACEBOY CD,4,2023-01-15 08:00:00,3.95,18520,UK
536833,PROD_010,ALARM CLOCK BAKELIKE RED,9,2023-09-28 16:00:00,3.75,14405,France
536833,PROD_011,ALARM CLOCK BAKELIKE GREEN,5,2023-09-28 16:00:00,3.75,14405,UK
536833,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-09-28 16:00:00,2.95,14405,UK
536834,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-05-25 15:00:00,2.95,17049,UK
536834,PROD_002,REGENCY CAKESTAND 3 TIER,8,2023-05-25 15:00:00,12.75,17049,France
536834,PROD_010,ALARM CLOCK BAKELIKE RED,5,2023-05-25 15:00:00,3.75,17049,UK
536834,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,7,2023-05-25 15:00:00,1.69,17049,UK
536834,PROD_018,HEART OF WICKER SMALL,1,2023-05-25 15:00:00,1.25,17049,UK
536835,PROD_000,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-07-31 12:00:00,2.95,12840,UK
536835,PROD_002,REGENCY CAKESTAND 3 TIER,8,2023-07-31 12:00:00,12.75,12840,UK
536835,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,9,2023-07-31 12:00:00,1.69,12840,UK
536836,PROD_010,ALARM CLOCK BAKELIKE RED,2,2023-09-28 12:00:00,3.75,12499,Germany
536836,PROD_011,ALARM CLOCK BAKELIKE GREEN,3,2023-09-28 12:00:00,3.75,12499,UK
536836,PROD_015,SMALL POPCORN HOLDER,3,2023-09-28 12:00:00,1.25,12499,UK
536836,PROD_018,HEART OF WICKER SMALL,1,2023-09-28 12:00:00,1.25,12499,UK
536837,PROD_002,REGENCY CAKESTAND 3 TIER,4,2023-11-15 10:00:00,12.75,16112,Germany
536837,PROD_007,SET OF 3 REGENCY TEA TOWELS,6,2023-11-15 10:00:00,3.25,16112,France
536838,PROD_016,SET OF 4 KNICK KNACK TINS,8,2023-12-22 15:00:00,5.95,14694,Germany
536838,PROD_009,SET OF 2 TEA TOWELS,6,2023-12-22 15:00:00,2.5,14694,France
536838,PROD_015,SMALL POPCORN HOLDER,7,2023-12-22 15:00:00,1.25,14694,Germany
536838,PROD_015,SMALL POPCORN HOLDER,7,2023-12-22 15:00:00,1.25,14694,UK
536839,PROD_010,ALARM CLOCK BAKELIKE RED,2,2023-10-28 11:00:00,3.75,15537,UK
536840,PROD_001,SET OF 6 SPACEBOY CD,5,2023-02-18 17:00:00,3.95,15702,UK
536840,PROD_011,ALARM CLOCK BAKELIKE GREEN,4,2023-02-18 17:00:00,3.75,15702,UK
536841,PROD_010,ALARM CLOCK BAKELIKE RED,4,2023-03-28 14:00:00,3.75,15138,Australia
536841,PROD_011,ALARM CLOCK BAKELIKE GREEN,3,2023-03-28 14:00:00,3.75,15138,UK
536842,PROD_011,ALARM CLOCK BAKELIKE GREEN,6,2023-11-18 11:00:00,3.75,16224,UK
536842,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,4,2023-11-18 11:00:00,2.1,16224,UK
536843,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,6,2023-06-29 13:00:00,0.55,12868,UK
536843,PROD_015,SMALL POPCORN HOLDER,5,2023-06-29 13:00:00,1.25,12868,UK
536843,PROD_018,HEART OF WICKER SMALL,7,2023-06-29 13:00:00,1.25,12868,Australia
536844,PROD_004,LUNCH BAG VINTAGE DOILY,9,2023-07-11 10:00:00,1.65,12487,France
536845,PROD_010,ALARM CLOCK BAKELIKE RED,6,2023-01-17 17:00:00,3.75,18581,Australia
536846,PROD_011,ALARM CLOCK BAKELIKE GREEN,9,2023-02-04 14:00:00,3.75,12816,Germany
536846,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,1,2023-02-04 14:00:00,1.69,12816,UK
536846,PROD_011,ALARM CLOCK BAKELIKE GREEN,3,2023-02-04 14:00:00,3.75,12816,UK
536846,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,7,2023-02-04 14:00:00,2.1,12816,France
536846,PROD_001,SET OF 6 SPACEBOY CD,2,2023-02-04 14:00:00,3.95,12816,UK
536847,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,2,2023-05-01 11:00:00,1.69,16654,UK
536847,PROD_018,HEART OF WICKER SMALL,3,2023-05-01 11:00:00,1.25,16654,UK
536847,PROD_017,SET OF 4 PANTRY JARS,9,2023-05-01 11:00:00,6.35,16654,France
536848,PROD_009,SET OF 2 TEA TOWELS,8,2023-01-08 17:00:00,2.5,17466,Germany
536848,PROD_019,STRAWBERRY SHOPPING TROLLEY,6,2023-01-08 17:00:00,2.95,17466,Germany
536849,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,9,2023-05-29 09:00:00,0.55,13198,UK
536850,PROD_009,SET OF 2 TEA TOWELS,2,2023-10-21 13:00:00,2.5,17886,UK
536850,PROD_005,ASSORTED COLOUR BIRD ORNAMENT,3,2023-10-21 13:00:00,1.69,17886,UK
536850,PROD_016,SET OF 4 KNICK KNACK TINS,8,2023-10-21 13:00:00,5.95,17886,UK
536850,PROD_018,HEART OF WICKER SMALL,6,2023-10-21 13:00:00,1.25,17886,France
536851,PROD_019,STRAWBERRY SHOPPING TROLLEY,9,2023-02-08 15:00:00,2.95,17846,Germany
536851,PROD_011,ALARM CLOCK BAKELIKE GREEN,9,2023-02-08 15:00:00,3.75,17846,UK
536852,PROD_006,PACK OF 72 RETROSPOT CAKE CASES,1,2023-02-26 11:00:00,0.55,13082,Australia
536852,PROD_007,SET OF 3 REGENCY TEA TOWELS,2,2023-02-26 11:00:00,3.25,13082,UK
536853,PROD_017,SET OF 4 PANTRY JARS,8,2023-08-14 11:00:00,6.35,14621,France
536853,PROD_013,PACK OF 20 SKULL PAPER NAPKINS,5,2023-08-14 11:00:00,2.1,14621,UK
536854,PROD_014,WOODEN PICTURE FRAME WHITE,3,2023-06-26 09:00:00,4.5,12780,France
536854,PROD_012,PAPK OF 12 VINTAGE TICKETS,3,2023-06-26 09:00:00,0.85,12780,UK
536854,PROD_007,SET OF 3 REGENCY TEA TOWELS,6,2023-06-26 09:00:00,3.25,12780,UK
536854,PROD_003,JUMBO BAG RED RETROSPOT,8,2023-06-26 09:00:00,1.85,12780,UK
536854,PROD_009,SET OF 2 TEA TOWELS,9,2023-06-26 09:00:00,2.5,12780,UK
536855,PROD_018,HEART OF WICKER SMALL,3,2023-04-22 12:00:00,1.25,16497,Australia
536856,PROD_011,ALARM CLOCK BAKELIKE GREEN,6,2023-07-05 17:00:00,3.75,15283,France
536856,PROD_017,SET OF 4 PANTRY JARS,5,2023-07-05 17:00:00,6.35,15283,UK
536856,PROD_012,PAPK OF 12 VINTAGE TICKETS,8,2023-07-05 17:00:00,0.85,15283,UK
